video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"hiBotGWEFHw","SUÉCIA X PORTUGAL (COM IMAGENS) - NATIONS LEAGUE","2020-09-08T22:15:54Z","UCs-6sCz2LJm1PrWQN4ErsPw","Esporte Interativo","17","20.09.09","esporte interativo|nations league|liga das naçoes|futebol ao vivo|nations league esporte interativo|onde assistir nations league|seleções europeias|data fifa|jogos seleçoes|portugal x croacia|Croácia x portugal|onde assistir portugal x croacia|portugal x Croácia ao vivo","1865593","105290","1187","236","https://i.ytimg.com/vi/hiBotGWEFHw/default.jpg","False","False","A Nations League começou com tudo e você vai ver Suécia e Portugal, ao vivo e com imagens, aqui em nosso canal! Inscreva-se e não perca nada da super cobertura dessa grande competição com várias das melhores seleções do mundo!Assista a todos os jogos da Champions League ao vivo no EI Plus por apenas R$13,90. Acesse o link: https://bit.ly/3gjMvHhAcesse o portal do Esporte Interativo: http://www.esporteinterativo.com.br/Canais:De Placa - http://bit.ly/2HxPlHlDe Sola - http://bit.ly/2k0Xg90EI Games - http://bit.ly/2ufcveAMFM - http://bit.ly/2KnSU6P"
"eaNmsY-k7cY","Entrevista inédita com o goleiro Bruno | Conexão Repórter (07/09/20)","2020-09-08T13:12:11Z","UCZ4OrTQ4RsJqsV5VvtPizJg","Conexão Reporter","25","20.09.09","Conexão Repórter|roberto cabrini|roberto cabrini sbt|goleiro bruno|entrevista goleiro bruno|entrevista inédita bruno|entrevista inédita goleiro bruno|entrevista inédita com bruno|entrevista bruno|bruno entrevista|goleiro bruno entrevista|cabrini entrevista bruno|cabrini entrevista goleiro bruno|roberto cabrini goleiro bruno|conexão repórter goleiro bruno|goleiro bruno conexão repórter|goleiro bruno reveleção|história goleiro bruno|goleiro bruno prisão","991603","43574","4208","17129","https://i.ytimg.com/vi/eaNmsY-k7cY/default.jpg","False","False","Roberto Cabrini fica frente a frente com Bruno Fernandes das Dores de Souza, o Goleiro Bruno. Em um encontro tenso, ele quer evitar falar do passado e de sua condenação a mais de 20 anos de prisão por planejamento e participação no sequestro e assassinato de Eliza Samúdio. Confrontado com as mais duras questões, diz querer focar no futuro e falar sobre os detalhes de sua sexta tentativa de voltar aos gramados, agora no futebol do Acre. Cabrini questiona que erros ele cometeu, a quem deve pedidos de perdão e se ele se arrepende de algo, recebendo de Bruno uma única certeza afirmada com convicção: prisão, nunca mais. Uma entrevista marcada por um final abrupto e, também, revelador de sua mente. O jornalístico mostra ainda como o presidente do Rio Branco, que o contratou, perdeu o principal patrocinador, e viu Rose Costa, responsável pelo futebol feminino, deixar o clube em protesto. O programa também revela o que a mãe de Eliza tem a dizer sobre tudo isso."
"Oh1fNVJYhHY","[TEASER] 마마무(MAMAMOO) - WANNA BE MYSELF","2020-09-08T15:00:29Z","UCuhAUMLzJxlP1W7mEk0_6lA","MAMAMOO","10","20.09.09","MAMAMOO|마마무|WANNA BE MYSELF|마마무 WANNA BE MYSELF|안다르|마마무 안다르|andar|MAMAMOO andar|WANNA BE MYSELF TEASER|WANNA BE MYSELF 티저|마마무 티저","1598236","348217","1461","19116","https://i.ytimg.com/vi/Oh1fNVJYhHY/default.jpg","False","False","[TEASER] 마마무(MAMAMOO) - WANNA BE MYSELFInstagram: https://bit.ly/2TrQPJDFacebook: https://bit.ly/2OYoA1WTwitter: https://bit.ly/2TuKNboAbout MAMAMOO.MAMAMOO(마마무) OFFICIAL CHANNEL#MAMAMOO #마마무 MAMAMOO.SUBSCRIBE: https://bit.ly/2PFdfsIhttps://www.youtube.com/c/MAMAMOO_OFFICIALDon't forget to subscribe, like and leave a comment."
"qw5YNCO3DvE","Boca a Boca S02E01 | PEDRO SAMPAIO, VITOR KLEY, MARCELA MCGOWAN e mais!","2020-09-08T02:17:10Z","UCgSvw7asvNq7wJWKMSW28Eg","Bianca Andrade","22","20.09.09","Bianca Andrade|Boca a Boca|Boca Rosa|Segunda Temporada|Roxo|Entretenimento Aleatório Mas Necessário|Pedro Sampaio|Rafael Portugal|Gabriel Rocha|Laddy Nada|Marcela McGowan|Vitor Kley|A Bolha|Funk Boca|Cinco Bocas|Tabuleiro|O Que tem na minha Playlist","830745","52059","1511","824","https://i.ytimg.com/vi/qw5YNCO3DvE/default.jpg","False","False","Agora é real! #BocaABocaDois Find Your Balance já está entre nós, programa ao vivo da #BiancaAndrade, #BocaRosa!Novidades incríveis, com convidadxs presentes no estúdio da Bianca Andrade, com toda proteção e responsabilidade garantida!E pra começar, o autor da nosso novo hit, da nova vinheta do nosso programa Boca a Boca, Pedro Sampaio, que esteve conosco em uma entrevista bem sincerona.Vitor Kley foi outro, que mesmo de Portugal não pôde perder nosso retorno, ainda pelo seu A Bolha todo roxinho.Tivemos Rafa Portugal com um presentinho bem meigo, voltamos com Tabuleiro juntinho do mozão Marcela McGowan, e outra novidade, Namastreta, com Laddy Nada que já vimos que vocês adoraram!Ajude o projeto social da CUFA Mães da Favela #cufacontraovirusDoe em www.maesdafavela.com.brÍndice:0:00 Contagem Regressiva0:23 Bem-vindxs ao Boca a Boca 22:01 Pode Dançar – @PEDRO SAMPAIO 3:03 Apoio ao Mães da Favela da CUFA3:34 Anúncio da Disk Teste COVID e Turbo Jato Desinfecta4:57 SuperChat!5:47 Boca a Boca Roxo7:04 @Laddy Nada no Boca a Boca9:34 Miguel foi promovido!11:25 Entrevista com @PEDRO SAMPAIO 28:32 GAME CINCO BOCAS36:45 Futuro de @PEDRO SAMPAIO 41:48 Boca a Boca – @PEDRO SAMPAIO 48:05 Presentinho de Rafael Portugal51:31 Namastreta com @Laddy Nada 57:58 Votem no MTV MIAW58:45 Entrevista com @Vitor Kley 1:09:47 Amor é o Segredo e Morena – @Vitor Kley 1:13:47 SuperChat!1:18:07 Tabuleiro com Marcela McGowan1:37:55 A Bia vai embora, mas a Bia volta!1:39:42 Websérie Boss x BitchCRÉDITOSDireção: GUI CINTRARoteiro: ANDRÉ BRANDTCoordenação Audiovisual: ALEX TAVARESDiretor de Transmissão: FERNANDO FIGUEIRADiretor de Corte: JOÃO CARLOS SERRESApresentação: BIANCA ANDRADE, MIGUEL OLIVEIRA E GABRIEL ROCHACinegrafista: ALEX TAVARES e RODRIGO JUBRAMTécnico Geral: MARIO COSTA JÚNIORTécnico de Áudio: DALTON VIANAAssistente de TV: DENIS MORATODireção Criativa: BIANCA ANDRADE e BIANCA VENTUROTTIProdução Executiva: ANDREZA AGUIARDesign Gráfico Live: MAÍRA SARMENTODesign Gráfico: VITOR FARIACenário: STUDIO CURVADireção de Imagem (Styling): MURILO MAHLERBeauty: MIGUEL OLIVEIRADireção Artística: KAMILLA FIALHO e DANI FARIADireção Administrativa: MONICA ANDRADE e CAMILA SIMONATOGerenciamento do YouTube: VINICIUS ANDRADEAssessoria de Imprensa: ESTAR COMUNICAÇÃORealização: K2L e BOCA ROSA SERVIÇOS DE PRODUÇÕES ARTÍSTICASProdução: FARRA FILMES"
"RgpbeTrSXHg","BK' - Movimento | O Líder em Movimento","2020-09-08T01:00:05Z","UC00DIzrNfhYeXh9Z01fk_9w","BK'","10","20.09.09","bk|abebe bikila|o lider em movimento|rap|hip hop|Mike Bozzi|Magno Brito|piramide perdida|Jxnv$|bk'|polly marinho|chs|arthur luna","436375","48749","459","1954","https://i.ytimg.com/vi/RgpbeTrSXHg/default.jpg","False","False","Pirâmide Perdida apresenta  O Líder em Movimento, um álbum de Abebe Bikila'.Vozes por Polly Marinho, BK' e CHSCompositor/Autor por Abebe Bikila e Jonas ChagasInstrumental por Jxnv$Baixo por Magno BritoPercussão por Kaiña Do JejeGravado e Mixado por Arthur LunaMasterizado por Mike Bozzi____________________________________________________________________REDES SOCIAISTwitter/Instagram/Facebook@bkttlapa /@piramideperdidaSHOWSnamoral@namoral.com.br ____________________________________________________________________#OLEM #BK #Movimento© 2020 Pirâmide Perdida Records"
"MOmHM_iqzdU","Xbox Series S - O NOVO Console da Microsoft na Nova Geração!","2020-09-08T12:56:14Z","UCWKtHaeXVzUscYGcm0hEunw","BRKsEDU","20","20.09.09","BRKsEDU|BRKs EDU|BRKs_EDU|BRKs|EDU|Xbox Series S|Xbox|Series S|PS5|Xbox Novo|Novo Xbox|Series S Xbox|BRKsEDU Xbox|Xbox BRKsEDU|Novo Console|Console","278766","42739","525","2625","https://i.ytimg.com/vi/MOmHM_iqzdU/default.jpg","False","False","Canal na Twitch: https://www.twitch.tv/brkseduDiscord: https://discord.gg/brkseduCurso BRKsEDU: https://curso.brksedu.com.brBilômetro, baixe GRÁTIS e economize $$$ - http://bilometro.brksedu.com.brCamisetas BRKsEDU - http://brksedu.storeMais vídeos falando da nova geração:- Posturas distintas de Xbox e PS: https://youtu.be/MfE0Rl243Q4- Xbox Series X: https://youtu.be/PSRlUKsiRMY- Mais Xbox Series X: https://youtu.be/sjoomQdTt4E- Demo Gameplay de PS5: https://youtu.be/cxBtqqyymxs- Controle do PS5: https://youtu.be/6fUsAuOo7oI- Comparativo Series X vs PS5: https://youtu.be/77PJHFalmcEVídeo falando a respeito do Xbox Series S, o NOVO console da Microsoft na nova geração.Tweet da Microsoft oficializando o Xbox Series S: https://twitter.com/Xbox/status/1303230071033880576Trailer vazado com informações: https://twitter.com/_h0x0d_/status/1303252607759130624Torne-se membro do canal - http://www.youtube.com/brksedu/joinMeu equipamento (links de afiliado) abaixo:PC de Gaming:- Placa de vídeo NVIDIA RTX 2080ti: https://baix.in/RTX2080ti- Processador Intel i9 9900k: https://baix.in/Intel9900k- Mouse Logitech G903: https://baix.in/LogitechG903PC de Gravação / Streaming:- Placa de vídeo NVIDIA GTX 1660 Super: https://baix.in/NVIDIA1660Super- Processador AMD Ryzen 3900X: https://baix.in/AMDRyzen3900X- Placa de Captura Elgato HD60 Pro: https://baix.in/ElgatoHD60Pro- Placa de Captura Avermedia GC573 4K60 HDR- Câmera Sony A7iii: https://baix.in/SonyA7iii- Lente 50mm f1.8: https://baix.in/Sony50mmf18É YouTuber? Assine TubeBuddy com meu link de afiliado: https://www.tubebuddy.com/BRKsEDUTwitter: @brkseduInstagram: BRKsEDUFacebook: BRKsEDUCanal de vlogs: http://www.youtube.com/PequenoSapecaOuça meu Podcast: Bora Jogar em basicamente todas as plataformas!Trilha sonora por Ronald Jenkees: https://www.ronaldjenkees.comContato comercial: comercial @ brksedu . com . br"
"7pqUQJF0HX4","🔴Treino para endurecer o corpo todo ao vivo!!","2020-09-08T22:39:25Z","UCw_S3AgRp0t-iXw4x5aaZ_Q","Carol Borba","17","20.09.09","Carol Borba|treinos em casa|perder barriga|exercício físico|treinos para emagrecer|exercícios para perder barriga rapido|treino funcional|personal em casa|treino para iniciantes|exercícios para emagrecer|carol borba abdominal|treino de braços|Jump|power hiit|hiit|workout routines at home","49747","13264","57","112","https://i.ytimg.com/vi/7pqUQJF0HX4/default.jpg","False","False","Mais aulas como essa: http://www.powertonus.com/eu-quero  Gostou? Me diz o que achou nos comentários! 👇------------------------------------------------------------------------------------------------------Inscreva-se no canal ➡️ www.youtube.com/c/CarolBorbaOficialConheça meus programas de treinos EM CASA!🟣 POWER HIIT: Conquiste a sua melhor forma com apenas 12 minutos por dia!  Acesse ➡️ https://quei.ma/PowerHiit-CarolBorba 🟤 POWER GLÚTEOS: Conquiste um bumbum durinho, empinado e sem celulites em apenas 60 dias! Acesse ➡️ https://quei.ma/PowerGluteos-CarolBorba 🟠 POWER DANCE: Transforme sua casa em uma pista de dança e emagreça se divertindo!Acesse ➡️ https://quei.ma/PowerDance-CarolBorba 🟡 POWER TONUS: Ganhe massa magra e defina seu corpo em 60 dias! Acesse ➡️ https://quei.ma/PowerTonus-CarolBorba 🟢 POWER ABS: Queime gordura abdominal e defina sua barriga em 6 semanas!Acesse ➡️ https://quei.ma/PowerAbs-CarolBorba 🔴 POWER COMBAT: Queime 700 calorias treinando 18 minutos por dia!Acesse ➡️ https://quei.ma/PowerCombat-CarolBorba Me siga também nas redes sociais! 🧡Facebook: www.facebook.com/eucarolborbaInstagram: www.instagram.com/carolborba1"
"hho15muKq4M","PROGRAMA EU FICO LOKO #04 - JÚLIO COCIELO","2020-09-08T00:47:43Z","UCwQSkyrft0ohf-ra21yIs9Q","EU FICO LOKO","24","20.09.09","[none]","498736","87751","620","1088","https://i.ytimg.com/vi/hho15muKq4M/default.jpg","False","False","Júlio César Pinto Cocielo Estaniecki, mais conhecido como Júlio Cocielo ou simplesmente Cocielo, é um humorista, ator e youtuber, mundialmente conhecido pelo seus vlogs no YouTube e por sua participação no Pânico na Band. Ficou conhecido após publicar vlogs em seu canal, onde apresenta seu cotidiano em forma de humor."
"PeuAU5FEavQ","Caçada Implacável - Filme Completo Dublado - Filme de Ação | Netmovies","2020-09-07T21:00:04Z","UCK5RRQ3TdwAbbCWrtnXsN3Q","NetMovies","24","20.09.09","filme completo|filme dublado completo|filme dublado|filmes online|filmes grátis|filme completo dublado|filme completo dublado em português|filme dublado em português|filmes online grátis|filmes online dublado|filmes online hd|filmes grátis completo dublado|Filmes completos dublados|Filmes completos|Netmovies|Net Movies","542300","9837","428","431","https://i.ytimg.com/vi/PeuAU5FEavQ/default.jpg","False","False","Inscreva-se no canal: https://www.youtube.com/netmovies?sub_confirmation=1▶️  Você também pode gostar desses filmes: https://www.youtube.com/watch?v=Ly1ubUYZeM0&list=PLhQTgJ8wVv-m3FzblvATLVAbSHMI5CMIONome do Filme: Caçada ImplacávelTítulo Original: Hunt to KillSinopse: Quando um grupo de guerreiros fugitivos pega Rhodes e sua filha como refém, um desejo imenso de vingança vai dominar seu território. E ele nao vai ter dó de quem ousar cruzar seu caminho.Estrelando: Donnelly Rhodes | Emilie Ullerup | Eric Roberts | Gary Daniels | Gil Bellows | Marie Avgeropoulos | Michael Eklund | Steve AustinDireção: Keoni WaxmanEstamos também no Facebook e Instagram!Facebook: https://www.facebook.com/netmoviesInstagram: https://www.instagram.com/netmoviesEm 2020 a Netmovies traz para você ótimos filmes online grátis. Os maiores sucessos dos últimos anos e também lançamentos 2020. São os melhores filmes dublados completos nos mais diversos gêneros, filmes de ação, filmes de aventura, filmes de drama, filmes de romance, filmes de suspense, filmes de terror e zumbi, filmes de luta, filmes de desenhos animados, filmes de comédia engraçado e comédia romântica, filmes gospel, filmes evangélicos, filmes de família, histórias de filmes baseadas em fatos reais, assim você pode assistir seus filmes dublados completos online em HD quando e onde desejar!#filme #Netmovies #filmecompleto"
"KHLfCFMKxPg","Xbox Series S - World Premiere Reveal Trailer","2020-09-08T16:34:36Z","UCjBp_7RuDBUYbd1LegWEJ8g","Xbox","20","20.09.09","Xbox|xbox 360|Xbox One|Xbox Series X|Xbox Series S|Series S|Series X|Xbox next-gen|Xbox console|Xbox gaming|Xbox next-gen console|Xbox Series X games|Xbox Games Studios|Xbox Series S games|Xbox Series S games trailer|Xbox Game Pass|Halo Infinite|Destiny 2 Beyond Light|Cyberpunk 2077|Asassin's Creed Valhalla|Lego Star Wars|official trailer|world premiere|reveal|new xbox","1654477","113197","4568","10945","https://i.ytimg.com/vi/KHLfCFMKxPg/default.jpg","False","False","Introducing Xbox Series S. Next-gen performance in the smallest Xbox ever. Experience the speed and performance of a next-gen, all-digital console at an accessible price point: $299 (ERP).*Available November 10th. Get started with an instant library of 100+ high quality games, including all new Xbox Game Studios titles the day they release, when you add Xbox Game Pass Ultimate (membership sold separately).Subscribe to Xbox 🎮 https://xbx.lv/2EEjmaRFollow Xbox in other channels:Facebook: https://www.facebook.com/Xbox  Twitter: https://www.twitter.com/Xbox  Instagram: https://www.instagram.com/Xbox  * Use with digital games only; console does not play physical discs."
